ID,label,strategy,augmented_strategy,H_yb,predicted_label_null,correct_yb
72,0,bring his headphones, ,1.714221479,0,TRUE
72,2,let him pick out different games to do on phone, ,2.778419369,0,FALSE
72,0,make it a habit, ,1.714221479,0,TRUE
72,0,read books to him about it, ,1.714221479,0,TRUE
72,0,picture schedule, ,1.714221479,0,TRUE
72,0,make chore list, ,1.714221479,0,TRUE
72,0,make social stories, ,1.714221479,0,TRUE
72,0,do rewards, ,1.714221479,0,TRUE
72,0,just don't tell him we are going, ,1.714221479,0,TRUE
72,0,"Make steps in which he can do it, doing paralle to him", ,1.714221479,0,TRUE
72,2,make it a game, ,2.778419369,0,FALSE
72,1,urging him to help and getting him excited about it, ,2.396652787,0,FALSE
72,2,make it a game, ,2.778419369,0,FALSE
72,0,get down and participate with him, ,1.714221479,0,TRUE
72,0,put him in a room with less kids, ,1.714221479,0,TRUE
72,2,Get him excited, ,2.778419369,0,FALSE
72,4,he never has done them because he is not good in social settings, ,2.196228434,0,FALSE
72,0,show him other children do it, ,1.714221479,0,TRUE
72,1,encourage him to do it himself, ,2.396652787,0,FALSE
72,2,Make it a game, ,2.778419369,0,FALSE
72,2,make it a game, ,2.778419369,0,FALSE
72,2,make it a game or routine, ,2.778419369,0,FALSE
72,0,take own toys, ,1.714221479,0,TRUE
72,1,taking turns doing it, ,2.396652787,0,FALSE
72,0,try to avoid people and noises, ,1.714221479,0,TRUE
72,0,keep organized, ,1.714221479,0,TRUE
72,3,help him interact with others, ,2.822455761,0,FALSE
72,0,show him other children doing it, ,1.714221479,0,TRUE
72,2,do things he enjoys, ,2.778419369,0,FALSE
72,2,Make it a game, ,2.778419369,0,FALSE
72,0,bring familiar things with him, ,1.714221479,0,TRUE
72,0,Read and tell stories about outings, ,1.714221479,0,TRUE
72,0,go when other children aren't there, ,1.714221479,0,TRUE
72,0,take familiar items, ,1.714221479,0,TRUE
72,2,get him excited, ,2.778419369,0,FALSE
72,0,bring familiar things, ,1.714221479,0,TRUE
763,1,"When asked to pick up toys, she says, ""I don't know how to do that.""  When we do it together, she helps a little bit.", ,2.396652787,0,FALSE
763,1,I would love for her to do more of the social things with the other kids.  She will do some things when encouraged and cheered on. , ,2.396652787,0,FALSE
763,3,We work with her using her sensory bag and encourage her in everything she does., ,2.822455761,0,FALSE
763,1,I have to promise to brush her hair slowly in order for her to allow me to do it., ,2.396652787,0,FALSE
763,0,We have 5 sensory swings and a trampoline that all 3 kids love playing with., ,1.714221479,0,TRUE
763,0,We have done swimming lessons in the past and will be doing again soon.  We are thinking about starting dance lessons for her as she loves to dance., ,1.714221479,0,TRUE
763,0,"We try to do some compromises such as doing educational games that her OT has suggested to help with her sensory disorder, etc.", ,1.714221479,0,TRUE
763,2,When she is offered an allowance to help out she becomes the best helper. , ,2.778419369,0,FALSE
763,2,"We have ""races"" to see who can get dressed first, for example.", ,2.778419369,0,FALSE
763,4,"She has wanted to be a doctor since before she turned 2 so through the community center she took a ""Hospital Helpers"" class.  She loved going, because it was important to her.  ", ,2.196228434,0,FALSE
763,1,"She sometimes has to be encouraged to go to the park or beach, etc. but once there it's hard to hard to get her to leave.", ,2.396652787,0,FALSE
763,0,Her teachers and the director are fabulous and are going to her OT appt with us so they can help her and others., ,1.714221479,0,TRUE
763,0,I have to suggest things for her to do with her guests otherwise she has a tendency to go off by herself., ,1.714221479,0,TRUE
763,4,We just haven't had a chance to go on vacation this summer., ,2.196228434,0,FALSE
763,0,To get her to take a bath or shower she has either toys or plays with the sprayer in the shower., ,1.714221479,0,TRUE
763,1,She hates having her hair brushed so we compromise and she will allow me to brush it for a few seconds if I brush slowly.  , ,2.396652787,0,FALSE
763,2,"We have little games such as ""Who can get their jammies on the fastest?""", ,2.778419369,0,FALSE
763,1,Teacher encouragement and acknowledgement when she does something good is very important to her., ,2.396652787,0,FALSE
763,1,She gets excited to have friends over but she doesn't always know how to interact with friends.  We encourage her to do different activities with her friends.  , ,2.396652787,0,FALSE
763,1,"While at the store if she has a specific task, such as putting the item in the cart, she stays more focused.  Also having a goal, such as if you listen you can choose a treat when we are done.  ", ,2.396652787,0,FALSE
763,0,"We haven't done any organized lessons over the summer, but during the school year she was in swimming lessons.  She didn't like going, but eventually she would engage and do some of the things the rest of the class did.", ,1.714221479,0,TRUE
763,0,"She claims she ""doesn't know how"" to pick up her toys, etc. so if I do it with her she does a good job. ", ,1.714221479,0,TRUE
763,0,The school has a mini tramp for sensory kids available., ,1.714221479,0,TRUE
763,0,My husband built her a number of therapy swings and we have a trampoline for her., ,1.714221479,0,TRUE
763,0,We have a sensory bag that we play with as a family., ,1.714221479,0,TRUE
763,1,"We have to encourage her to actually do activities, she is such a homebody and would prefer to stay home.  Once she is doing whatever activity we are doing, she is happy, it's just getting her to start that is hard. ", ,2.396652787,0,FALSE
763,0,"She loves the iPad and likes to play games, watch movies and look at pictures.  We just have to take it away from her at times, to get her to do other things, which isn't very popular.", ,1.714221479,0,TRUE
763,0,We got her a chair with arms for dinner time and have a weighted stuffed animal for her lap., ,1.714221479,0,TRUE
763,1,She needs to be encouraged to participate and play with others.  , ,2.396652787,0,FALSE
410,0,Other people are willing to help accommodate her high needs, ,1.714221479,0,TRUE
410,2,Use desired textures of foods, ,2.778419369,0,FALSE
410,3,Provide assistance with activity, ,2.822455761,0,FALSE
410,0,"The people running the activities are supportive/tolerant of disruptions, ie fussy behavior", ,1.714221479,0,TRUE
410,0,"Address sensory issues in positioning, timing and duration of activity", ,1.714221479,0,TRUE
410,0,"Bring food, snacks, toys, and lots of patience for fussiness", ,1.714221479,0,TRUE
410,0,Provide direct interaction to facilitate playtime, ,1.714221479,0,TRUE
410,0,Mom and dad can take turns to stay fresh in providing care, ,1.714221479,0,TRUE
410,0,"Having a safe rest/napping area available at all times, while keeping other kids safe and engaged", ,1.714221479,0,TRUE
410,0,Provide positioning to allow her to play as age appropriately as possible, ,1.714221479,0,TRUE
410,0,"Choosing a time when she""s alert and basic needs are met, and when mom is free of duties for other children", ,1.714221479,0,TRUE
410,0,Have a quiet place available if needed, ,1.714221479,0,TRUE
410,4,"They need to be flexible enough to give her what she needs, I.e to lie down, rest, eat, engage, and terminate when she's had enough.  Her needs are often so high that we don't try to take her places", ,2.196228434,0,FALSE
410,1,Use sensory calming strategies, ,2.396652787,0,FALSE
410,0,Demonstrate use of toys first, ,1.714221479,0,TRUE
410,0,Other kids can provide social interaction, ,1.714221479,0,TRUE
410,0,Timing must be appropriate to fit into schedule/routine of all 3 kids, ,1.714221479,0,TRUE
410,2,Providing desired texture of foods, ,2.778419369,0,FALSE
410,0,Provide at least 2 caregivers, ,1.714221479,0,TRUE
410,0,Manage sensory input to minimize disruptive behaviors/fussing, ,1.714221479,0,TRUE
410,0,Providing a variety of foods to sample, ,1.714221479,0,TRUE
410,0,Bring the stroller she will actually tolerate now!, ,1.714221479,0,TRUE
410,4,Groups need to provide child care for older children to allow mom to successfully engage with her, ,2.196228434,0,FALSE
410,0,"Having temperature controlled spaces with chairs and floor space, restrooms and play spaces for older children", ,1.714221479,0,TRUE
410,0,Have a variety of positioning options available to change things up if needed , ,1.714221479,0,TRUE
410,0,Use engaging colorful materials and eye contact, ,1.714221479,0,TRUE
410,0,Having enough hands to care for the needs of her and siblings, ,1.714221479,0,TRUE
410,2,Allow her to choose her foods, ,2.778419369,0,FALSE
410,0,Timing of class to fit into schedule, ,1.714221479,0,TRUE
410,0,Being able to feed her or having a place for her to rest, ,1.714221479,0,TRUE
410,0,Designate time to spend with her, ,1.714221479,0,TRUE
410,0,Frequently change scenery and position, ,1.714221479,0,TRUE
410,1,Allow her to pace herself while continuing to offer foods frequently, ,2.396652787,0,FALSE
410,0,Bring stroller, ,1.714221479,0,TRUE
410,0,"Schedule activities, feelings and rest, and adjust sensory input to maximize function", ,1.714221479,0,TRUE
410,2,Provide options for different positions, ,2.778419369,0,FALSE
410,4,Sensory demands are tolerable, ,2.196228434,0,FALSE
410,0,"Finding the rare time she is content and able to focus (ie no digestive issues, no sensory overload, no anxiety)", ,1.714221479,0,TRUE
410,4,I wish I knew!  Changes in routine are challenging and fussiness inevitably follows.  We would just like her to tolerate new things better!, ,2.196228434,0,FALSE
410,0,Providing different positioning options, ,1.714221479,0,TRUE
944,2,Using rewards, ,2.778419369,0,FALSE
944,0,"Watching videos about going to the doctor, dentist, etc.", ,1.714221479,0,TRUE
944,0,"Visiting unfamiliar places ahead of time to ""practice""", ,1.714221479,0,TRUE
944,0,Using social stories to get ready ahead of time, ,1.714221479,0,TRUE
944,0,"Always have an ""exit plan"" in case things don't go well", ,1.714221479,0,TRUE
944,0,"Having count-downs before transitions ""five more minutes...""", ,1.714221479,0,TRUE
944,0,Watching a YouTube video or reading a book on the topic/theme/experience, ,1.714221479,0,TRUE
944,0,Use visuals, ,1.714221479,0,TRUE
944,0,Maintaining routines, ,1.714221479,0,TRUE
944,0,"We use consistent language after meals: ""food in the trash, then plate/cup in the sink""", ,1.714221479,0,TRUE
944,2,Reminding him that a friend or familiar person will be there, ,2.778419369,0,FALSE
944,0,Use timers to help with transitions, ,1.714221479,0,TRUE
944,0,Preview the upcoming events, ,1.714221479,0,TRUE
944,0,Previewing what is coming up, ,1.714221479,0,TRUE
944,0,Previewing events ahead of time, ,1.714221479,0,TRUE
944,2,Review expectations , ,2.778419369,0,FALSE
944,0,Using humor, ,1.714221479,0,TRUE
944,0,Close communication with teachers, ,1.714221479,0,TRUE
944,2,Have rewards and praise for participation, ,2.778419369,0,FALSE
944,2,High interest themes, ,2.778419369,0,FALSE
944,0,Have predictable routines, ,1.714221479,0,TRUE
944,0,Have a set bedtime routine, ,1.714221479,0,TRUE
944,1,Use a LOT of praise!, ,2.396652787,0,FALSE
944,1,Cheering for participation, ,2.396652787,0,FALSE
944,0,Use count downs before transitions, ,1.714221479,0,TRUE
944,2,Use screen time as a reward for good behavior, ,2.778419369,0,FALSE
944,2,Having high interest rewards for participation, ,2.778419369,0,FALSE
944,2,Choose craft/stories/music of his topics of interest, ,2.778419369,0,FALSE
944,0,Having a quiet space for him to go to if he's overwhelmed, ,1.714221479,0,TRUE
944,1,High praise for participation, ,2.396652787,0,FALSE
944,0,"Have an ""exit plan"" if things don't go well", ,1.714221479,0,TRUE
944,0,We have color-coded bins to help with organizing his toys and help with clean up, ,1.714221479,0,TRUE
944,0,Preview what we'll be doing or who will be visiting, ,1.714221479,0,TRUE
944,0,Talking about what's going to happen that day, ,1.714221479,0,TRUE
944,0,Preview the plan ahead of time using visuals if possible, ,1.714221479,0,TRUE
944,2,High interest rewards for participating, ,2.778419369,0,FALSE
944,0,Previewing the plan, ,1.714221479,0,TRUE
944,0,Bringing his iPad with headphones to drown out busy noise, ,1.714221479,0,TRUE
944,0,Preview what is coming up, ,1.714221479,0,TRUE
944,1,Store foods/snacks in containers he can easily open to increase independence, ,2.396652787,0,FALSE
944,2,Offering rewards for trying something new or different, ,2.778419369,0,FALSE
944,2,Use rewards for participating in non-preferred activities, ,2.778419369,0,FALSE
944,0,"Having an ""exit plan"" in case things don't go well", ,1.714221479,0,TRUE
944,1,Use sensory strategies to keep him calmer, ,2.396652787,0,FALSE
944,0,Breaking down complex activities into smaller steps, ,1.714221479,0,TRUE
944,2,Having a big reward for participation, ,2.778419369,0,FALSE
944,0,Having all the necessary information before going somewhere new or different, ,1.714221479,0,TRUE
944,0,"Bring a back pack with snack, drink, his iPad and headphones to use in case he gets overwhelmed by the environment", ,1.714221479,0,TRUE
944,0,Bringing a backpack with snacks and his iPad with headphones, ,1.714221479,0,TRUE
944,0,Set up social activities in a familiar environment, ,1.714221479,0,TRUE
944,0,Preview what we're going to do ahead of time, ,1.714221479,0,TRUE
944,0,Daily predictable routines, ,1.714221479,0,TRUE
944,0,Networking online, ,1.714221479,0,TRUE
944,0,"Have an ""exit plan"" for when things don't go well", ,1.714221479,0,TRUE
944,2,Using his favorite colors or themes, ,2.778419369,0,FALSE
944,0,Preview the plan, ,1.714221479,0,TRUE
944,0,Have a plan ahead of time and preview it many times before going, ,1.714221479,0,TRUE
944,1,Respect his quiet space when he needs it, ,2.396652787,0,FALSE
944,0,Previewing ahead of time, ,1.714221479,0,TRUE
944,0,Have set and predictable routines, ,1.714221479,0,TRUE
944,0,"Always having an ""exit plan"" in case things don't go well", ,1.714221479,0,TRUE
944,2,Have high-interest activities available to keep him busy, ,2.778419369,0,FALSE
944,0,Previewing upcoming events, ,1.714221479,0,TRUE
944,0,Close communication with teachers/caregivers outside of the home, ,1.714221479,0,TRUE
944,2,Making meal preparation into a fun activity (game-like), ,2.778419369,0,FALSE
944,2,Bringing preferred toys as incentive/reward, ,2.778419369,0,FALSE
944,0,Having a calendar of events, ,1.714221479,0,TRUE
944,0,Previewing events using visuals (pictures), ,1.714221479,0,TRUE
944,1,Cheering any level of participation, ,2.396652787,0,FALSE
944,2,Have clear expectations, ,2.778419369,0,FALSE
944,0,"Bringing a backpack with snack, drink, iPad and headphones.", ,1.714221479,0,TRUE
944,0,Select clothing the night before, ,1.714221479,0,TRUE
02-001,3,Hand over hand and helping her physically complete tasks, ,2.822455761,0,FALSE
02-001,1,Making her feel included even when it's something she can't do, ,2.396652787,0,FALSE
02-001,2,"Making things fun or silly, try to create a better interest", ,2.778419369,0,FALSE
02-001,0,Explaining how exciting it will be, ,1.714221479,0,TRUE
02-001,1,Including in tasks even if they're hard, ,2.396652787,0,FALSE
02-001,0,Get down onto the floor on her level, ,1.714221479,0,TRUE
02-001,0,Including Others, ,1.714221479,0,TRUE
02-001,0,Special classroom for the disabled, ,1.714221479,0,TRUE
02-001,3,Working on better hand co-ordination, ,2.822455761,0,FALSE
02-001,2,Silliness and making activities seem more fun, ,2.778419369,0,FALSE
02-001,0,"Family involvement, modelling she sees eeryone doing it and wants to join", ,1.714221479,0,TRUE
02-001,0,Proper training and information for staff, ,1.714221479,0,TRUE
02-001,0,Come to educational seminars to larn how to help, ,1.714221479,0,TRUE
02-001,0,Modelling and demonstration, ,1.714221479,0,TRUE
02-001,0,Having an EA 100% of the time, ,1.714221479,0,TRUE
02-001,0,Invitings friends over to give more opportunities, ,1.714221479,0,TRUE
02-001,0,Explanation and she sees me do it repetatively daily, ,1.714221479,0,TRUE
02-001,2,Giving her choices of activities instead of always choosing for her, ,2.778419369,0,FALSE
02-001,0,Having more get togethers to give more opportunities, ,1.714221479,0,TRUE
02-001,0,Adapting meterials to make it easier, ,1.714221479,0,TRUE
02-001,0,DSW and support workers, ,1.714221479,0,TRUE
02-001,0,Positive attitudes from peers and teachers, ,1.714221479,0,TRUE
02-001,0,Making sure events are wheelchair accesible for her to have more opportunity, ,1.714221479,0,TRUE
02-001,0,Displaying her art work to make her proud and encourage it to happen more, ,1.714221479,0,TRUE
02-001,0,Sitting at school close to her favourite friends, ,1.714221479,0,TRUE
02-001,1,Encouraging through social interaction, ,2.396652787,0,FALSE
02-001,0,I try to attend field trips so she can be more involved, ,1.714221479,0,TRUE
02-001,3,Learn sign language or her gestures, ,2.822455761,0,FALSE
02-001,2,Using activities/songs shes more prone to enjoy doing, ,2.778419369,0,FALSE
02-001,0,Demonstrating activity a few times to try to teach her how to do it, ,1.714221479,0,TRUE
02-001,0,Proper equipment, ,1.714221479,0,TRUE
02-001,0,Demonstrating and allowing her to try it herself before stepping in, ,1.714221479,0,TRUE
02-001,1,Peer encouragement, ,2.396652787,0,FALSE
