ID,label,strategy,augmented_strategy,H_yx,predicted_label_null,correct_yx
840,0,"We give our son jobs, and one is to help his siblings.  Also, we are getting him to put away his clean clothes and it helps that he has an older brother to help.",Helping Others Helping Others is one of the many jobs given to our son. He has been helping his older brother and sisters.,2.996339525,4,FALSE
840,0,"We give our son jobs, and one is to help his siblings.  Also, we are getting him to put away his clean clothes and it helps that he has an older brother to help.","We give our son jobs, and one is to help his sibling. Also, we are getting him to put away his clean clothes and it helps that he has a older brother to help.",2.731212309,4,FALSE
840,0,"We give our son jobs, and one is to help his siblings.  Also, we are getting him to put away his clean clothes and it helps that he has an older brother to help.","We have many chores to do ourselves and we give them to our son and to his siblings. The older brother helps him to put away the clean clothes that he has cleaned, so that the younger brother does the dirty ones.",2.588455006,4,FALSE
840,0,"We give our son jobs, and one is to help his siblings.  Also, we are getting him to put away his clean clothes and it helps that he has an older brother to help.","We give our son jobs and one is to help his sibling. Also, we are getting him to put away his clean clothes and it helps that he has an older brother to help.",2.789186735,4,FALSE
840,2,Finding restaurants that serve food that our son likes.,Help finding restaurants that provide food that our son likes.,3.070820256,0,FALSE
840,2,Finding restaurants that serve food that our son likes.,Finding restaurants that serve food that my son likes.,2.765930025,0,FALSE
840,2,Finding restaurants that serve food that our son likes.,Finding restaurants that serve food that our wife likes.,2.659111918,0,FALSE
840,2,Finding restaurants that serve food that our son likes.,Getting away in a restaurant with my son who likes his favorite food.,2.582902588,0,FALSE
840,2,Finding restaurants that serve food that our son likes.,Finding restaurants that have food that our son likes.,2.82082575,0,FALSE
840,0,We try to use our bikes lots and go to the pool.,We try to use bicycles lots and go to the swimming pool.,1.546928603,0,TRUE
840,0,We try to use our bikes lots and go to the pool.,We like to use our bikes and go to the pool lots.,1.668781934,0,TRUE
840,0,We try to use our bikes lots and go to the pool.,We try to use our bikes alot and go to the pool.,1.846281763,1,FALSE
840,0,We try to use our bikes lots and go to the pool.,We try to use our bikes a lot and go to the pool a lot.,1.855692931,0,TRUE
840,0,We try to use our bikes lots and go to the pool.,We try to use our bikes a lot and go to the pool.,1.894483718,1,FALSE
840,0,Bringing some activities to keep our son sitting at the table.,Bring some activities to keep our son sitting at the table.,1.343108749,0,TRUE
840,0,Bringing some activities to keep our son sitting at the table.,Bringing some activities to keep our son up at the table.,1.230994532,0,TRUE
840,0,Bringing some activities to keep our son sitting at the table.,Bringing some activities to keep our son sitting.,1.233124574,0,TRUE
840,0,Bringing some activities to keep our son sitting at the table.,To be the best I should bring some activities to keep the kids at the table.,2.531443321,1,FALSE
840,0,Bringing some activities to keep our son sitting at the table.,Bringing some activities to keep our son from jumping at the table.,1.36862897,0,TRUE
840,0,Bringing some activities to keep our son sitting at the table.,By bringing some activities to keep our son sitting at the table.,1.792908354,1,FALSE
840,0,Bringing some activities to keep our son sitting at the table.,How to keep our son sitting at the table?,2.003159166,0,TRUE
840,0,Bringing some activities to keep our son sitting at the table.,Bringing some activities to keep our son sitting at the table so he stays at the table.,1.386098265,0,TRUE
840,0,Bringing some activities to keep our son sitting at the table.,Bringing some activities to keep our son sitting at the table will probably help.,2.204018634,4,FALSE
840,0,Going to places where it is not too big so we can give him the unstructured opportunities.,Go to places where it is not too big so we can give him the unstructured opportunities.,1.422938768,0,TRUE
840,0,Going to places where it is not too big so we can give him the unstructured opportunities.,Going to places where it is not too big so we can give him unstructured opportunities,1.171234093,0,TRUE
840,0,Going to places where it is not too big so we can give him the unstructured opportunities.,"If you want to take your child on a vacation, stay at a place with small crowds, where you can give the child unstructured opportunities.",2.028776339,4,FALSE
840,0,Going to places where it is not too big so we can give him the unstructured opportunities.,"Going to places where it is not too big, so we can give him the unstructured opportunities.",1.464799508,0,TRUE
840,0,Going to places where it is not too big so we can give him the unstructured opportunities.,We'll go to places that aren't too big so we can give them the unstructured opportunities.,1.991640798,1,FALSE
840,0,Going to places where it is not too big so we can give him the unstructured opportunities.,Going to places where it is not too big so that we can give him the unstructured opportunities.,1.423975551,0,TRUE
840,0,Finding restaurants that are kid friendly.,Find restaurants that are kid friendly.,1.190886227,0,TRUE
840,0,Finding restaurants that are kid friendly.,"If I am making a reservation at a restaurant, i would want to be sure the place is kid friendly.",2.665175708,4,FALSE
840,0,Finding restaurants that are kid friendly.,Find family friendly restaurants.,1.05709109,0,TRUE
840,0,Finding restaurants that are kid friendly.,In context of outing: Find a family friendly restaurant with moderate pricing.,1.500482046,0,TRUE
840,0,Finding restaurants that are kid friendly.,Having dinner with families who will be staying together.,1.059603055,0,TRUE
840,0,Finding restaurants that are kid friendly.,This strategy would help you find family friendly restaurants.,2.047797669,4,FALSE
840,0,Finding restaurants that are kid friendly.,Looking for place to eat that have kids friendly option.,1.19660217,0,TRUE
840,0,Finding restaurants that are kid friendly.,Looking for a restaurant that is family friendly.,1.332034912,0,TRUE
840,0,Finding restaurants that are kid friendly.,Finding restaurants that are family friendly.,1.101289851,0,TRUE
840,0,We have seen a couple of movies in the theatre and go in the morning when it is less busy.,We have seen a couple movies at the theatre and go in the morning when there are fewer people.,2.058749693,4,FALSE
840,0,We have seen a couple of movies in the theatre and go in the morning when it is less busy.,I have seen a couple of movies in the theatre and go at the weekend when it is less busy.,1.971361578,4,FALSE
840,0,We have seen a couple of movies in the theatre and go in the morning when it is less busy.,I have seen a couple of movies at the theatre and go in the morning when it is less busy.,2.161095688,4,FALSE
840,0,We have seen a couple of movies in the theatre and go in the morning when it is less busy.,"We went to the theatre for the first time, and I will probably go again tomorrow.",2.983360863,4,FALSE
840,0,Playing together as a family.,Playing at home with your family.,1.077585729,0,TRUE
840,0,Playing together as a family.,Playing with the family in the house,1.029824404,0,TRUE
840,0,Playing together as a family.,Getting together as a family.,1.043571906,0,TRUE
840,0,Playing together as a family.,playing together as a family on a summer s day.,1.176486495,0,TRUE
840,0,We bring his DS or Ipad to help keep our son settled and sitting down while we are at the doctors etc.,We take his DS or IPad to keep our son settled and sitting down while we are out.,1.982495599,4,FALSE
840,0,We bring his DS or Ipad to help keep our son settled and sitting down while we are at the doctors etc.,"They know their son will not be able to have his favorite thing, maybe a doll so they take his favorite activity along.",2.764140168,4,FALSE
840,0,We bring his DS or Ipad to help keep our son settled and sitting down while we are at the doctors etc.,"We bring his DS or Ipad to help keep our son settled and sitting down while we are at the doctors, etc.",1.651160296,0,TRUE
840,0,We bring his DS or Ipad to help keep our son settled and sitting down while we are at the doctors etc.,We bring his laptop to help him become more comfortable and settled while we are at the doctors etc.,1.628585856,0,TRUE
840,0,We bring his DS or Ipad to help keep our son settled and sitting down while we are at the doctors etc.,We bring his DS or Ipad to help keep our son settled and sitting down while we are at the doctors.,1.990780125,1,FALSE
840,4,We haven't done too many community events just for the fact its so many people and crowded.  Its just too much stimulation for our son.,We haven't gone too many community events since its so many people and crowded. Its just too much stimulation for our son.,0.693682793,4,TRUE
840,4,We haven't done too many community events just for the fact its so many people and crowded.  Its just too much stimulation for our son.,We haven't done too many community events because it's so many people and crowded. It's just too much stimulation for our young son.,0.695282995,4,TRUE
840,4,We haven't done too many community events just for the fact its so many people and crowded.  Its just too much stimulation for our son.,We did most of the community events but we were too busy and had too much stimulation.,0.999253273,4,TRUE
840,4,We haven't done too many community events just for the fact its so many people and crowded.  Its just too much stimulation for our son.,We haven't done too many community events just the fact its so many people and crowded. Its just too much stimulation for our son.,0.718277501,4,TRUE
840,4,We haven't done too many community events just for the fact its so many people and crowded.  Its just too much stimulation for our son.,"When it comes to community events, we prefer smaller gatherings.",1.189809759,4,TRUE
840,4,We haven't done too many community events just for the fact its so many people and crowded.  Its just too much stimulation for our son.,We haven't done too many community events just for the fact the it is so many people and crowded.,1.115329191,4,TRUE
840,4,We haven't done too many community events just for the fact its so many people and crowded.  Its just too much stimulation for our son.,We haven't done too many community events just for the fact its so many people and crowded. Its just too much stimulation for our son.,0.700516102,4,TRUE
840,4,We haven't done too many community events just for the fact its so many people and crowded.  Its just too much stimulation for our son.,We haven't done too many community events just for the fact its so many people and crowded. Its just too much stimulation for us.,0.809426715,4,TRUE
840,0,We have a new sand box in our back yard and we take out all our trucks and trains.  He loves to reenact books or movies.,We have a new sandbox in our back yard and we take out all our trucks and trains. He loves to reenact trains or movies.,1.854220657,4,FALSE
840,0,We have a new sand box in our back yard and we take out all our trucks and trains.  He loves to reenact books or movies.,We have a new sandbox in our back yard and we take out all our trucks and trains. He loves to reenact books or movies.,1.933494251,4,FALSE
840,0,We have a new sand box in our back yard and we take out all our trucks and trains.  He loves to reenact books or movies.,We have a sandbox in our back yard and we take out all our trucks and trains. He loves to reenact books or movies.,1.847725681,0,TRUE
840,0,We have a new sand box in our back yard and we take out all our trucks and trains.  He loves to reenact books or movies.,We have a new sand box in our back yard and we take out all our trucks and trains. He loves to reenact books or movies.,1.949821365,4,FALSE
840,0,We have a new sand box in our back yard and we take out all our trucks and trains.  He loves to reenact books or movies.,We have a new sand box in our back yard and he plays in it with all his trucks and trains. He loves to reenact books or movies.,2.392576893,4,FALSE
840,0,We have a new sand box in our back yard and we take out all our trucks and trains.  He loves to reenact books or movies.,We have a sandbox in our back yard and my four year old son takes out all of our trucks and trains. He loves to reenact books or movies.,2.294043058,4,FALSE
840,0,We have a new sand box in our back yard and we take out all our trucks and trains.  He loves to reenact books or movies.,We have a new sand box in our back yard and all of our trucks and trains come out. He loves to reenact books and movies.,2.120702257,4,FALSE
840,0,"Our son has his own room with some of his favourite toys, books, etc that he can play with. ","Our son has his own room full of some of his favourite toys, books, etc that he can play with.",2.058954185,4,FALSE
840,0,"Our son has his own room with some of his favourite toys, books, etc that he can play with. ","Our son has his own room where he keeps his own favourite toys, books, etc.",2.157712966,4,FALSE
840,0,"Our son has his own room with some of his favourite toys, books, etc that he can play with. ","Our son has his own room with some of his favourite toys, books, etc that he can play with.",1.994488865,4,FALSE
840,0,"Our son has his own room with some of his favourite toys, books, etc that he can play with. ",The room is very clean and neat so my son can play in there.,2.586614178,4,FALSE
840,0,"Our son has his own room with some of his favourite toys, books, etc that he can play with. ","Our son has his own room with his own favourite toys, books, etc that he can play with.",2.253658827,4,FALSE
840,0,"Our son has his own room with some of his favourite toys, books, etc that he can play with. ","Our son has his own room with some of his favourite toys (books, etc) that he can play with.",2.101592264,4,FALSE
840,0,"Our son has his own room with some of his favourite toys, books, etc that he can play with. ","Our son has his own room with some of his favorite toys, books, etc that he can play with.",2.080537694,4,FALSE
840,0,"Our son has his own room with some of his favourite toys, books, etc that he can play with. ","Our son has his own room with some of his favourite toys, books, etc that he can use.",2.132097279,4,FALSE
840,0,We typically invite friends or family that we know get along with our son in a positive way.,We typically invite friends that get along with our son in a positive way.,2.071422802,4,FALSE
840,0,We typically invite friends or family that we know get along with our son in a positive way.,We typically invite friends and family who we know get along with our son in a positive way.,1.819360541,0,TRUE
840,0,We typically invite friends or family that we know get along with our son in a positive way.,We invite friends or family that we know get along with our son in a positive way.,1.683928711,0,TRUE
840,0,We typically invite friends or family that we know get along with our son in a positive way.,"We encourage him to interact with others. Also, we try to go to places that are familiar to him and which he is familiar with.",2.216754039,1,FALSE
840,0,We typically invite friends or family that we know get along with our son in a positive way.,We usually invite friends or family who have a positive relationship with our son.,1.999233849,4,FALSE
840,0,We typically invite friends or family that we know get along with our son in a positive way.,We usually invite friends or family out that we know get along with our son in a positive way.,1.672831835,0,TRUE
840,0,He sees his brothers doing the same basic care routines so he usually likes to join in.,He see his brothers doing the same basic care routines so he usually likes to join in.,2.061401472,4,FALSE
840,0,He sees his brothers doing the same basic care routines so he usually likes to join in.,He sees his brothers doing basic care routines so he usually likes to join in.,2.339005697,4,FALSE
840,0,He sees his brothers doing the same basic care routines so he usually likes to join in.,He sees his father doing the same basic care routines so he usually likes to join in.,2.180964356,4,FALSE
840,0,He sees his brothers doing the same basic care routines so he usually likes to join in.,"He sees other children doing the same things that he is thinking of, so he usually likes to join in.",2.395257552,4,FALSE
840,0,He sees his brothers doing the same basic care routines so he usually likes to join in.,He sees his brothers doing the same basic care routines so he usually like to join in.,2.304527745,4,FALSE
840,0,He sees his brothers doing the same basic care routines so he usually likes to join in.,He sees his brothers doing the same routines so he usually likes to join in.,2.602622788,4,FALSE
840,0,He sees his brothers doing the same basic care routines so he usually likes to join in.,He sees his older brothers doing the same basic care routines and so he usually wants to join in.,2.602160624,4,FALSE
840,1,Sometimes at mealtimes we get out an apron and stool so he can help us cook dinner etc.,Sometimes at mealtimes we get out an apron and stool so he can help us cook dinner.,1.662926267,1,TRUE
840,1,Sometimes at mealtimes we get out an apron and stool so he can help us cook dinner etc.,"Sometimes, at mealtimes, we get out an apron and stool, so he can help us cook dinner.",1.597943502,1,TRUE
