ID	label	strategy	augmented_strategy	H_yx	predicted_label	correct_yx
840	0	We avoid busy crowded events that would be too much for our son.	We avoid crowded events that would be too much for our son.	2.050741797	4	FALSE
840	0	We avoid busy crowded events that would be too much for our son.	We have a great summer.	2.454638961	4	FALSE
840	0	We avoid busy crowded events that would be too much for our son.	We avoid weekends and crowded events that would be too much for our son.	2.244918871	4	FALSE
840	0	We avoid busy crowded events that would be too much for our son.	We avoid crowded events so our son can relax.	2.088397445	4	FALSE
840	0	We avoid busy crowded events that would be too much for our son.	Our child likes going to crowded events and is very enthusiastic about the extra hours he has to use his brain.	2.997719765	4	FALSE
840	0	We avoid busy crowded events that would be too much for our son.	We don't want to spend a lot of money on tickets to see films.	2.717216551	4	FALSE
840	0	We try not to over stimulate him with too many people which can creat too much excitement for him.	We try to avoid creating a bad atmosphere.	2.388007709	1	FALSE
840	0	We try not to over stimulate him with too many people which can creat too much excitement for him.	We try not to over stimulate him with too many people which can create too much excitement for him.	2.348689205	4	FALSE
840	0	We try not to over stimulate him with too many people which can creat too much excitement for him.	We try not to stimulate him with too many people which can create too much excitement for him.	2.52089412	4	FALSE
840	0	We try not to over stimulate him with too many people which can creat too much excitement for him.	So we try not to engage her in unnatural activities with too many people.	2.564675898	4	FALSE
840	0	We try not to over stimulate him with too many people which can creat too much excitement for him.	We try not to over stimulate him with too many others which can create too much excitement for him.	2.449981321	4	FALSE
840	0	"We give our son jobs, and one is to help his siblings.  Also, we are getting him to put away his clean clothes and it helps that he has an older brother to help."	We are getting him to put away his clean clothes and it helps that he has an older brother to help.	2.607625971	4	FALSE
840	0	"We give our son jobs, and one is to help his siblings.  Also, we are getting him to put away his clean clothes and it helps that he has an older brother to help."	We are getting him to put away his clean clothes and it helps that he has an older brother to help.	2.607625971	4	FALSE
840	0	"We give our son jobs, and one is to help his siblings.  Also, we are getting him to put away his clean clothes and it helps that he has an older brother to help."	"We are getting my son to help his siblings. Also, we are getting him to put away his clean clothes and it helps that he has a older brother to help."	2.751564087	4	FALSE
840	0	"We give our son jobs, and one is to help his siblings.  Also, we are getting him to put away his clean clothes and it helps that he has an older brother to help."	i give our son jobs but he also helps his siblings with housework.	2.665236527	4	FALSE
840	0	"We give our son jobs, and one is to help his siblings.  Also, we are getting him to put away his clean clothes and it helps that he has an older brother to help."	We are going to get our son some jobs. This is because we want him to have a healthy life. He needs them.	3.132773774	4	FALSE
840	0	"We give our son jobs, and one is to help his siblings.  Also, we are getting him to put away his clean clothes and it helps that he has an older brother to help."	"We give our son jobs, and one is to help his siblings. Also, we are getting him to put away his clean clothes and it helps that he has an older brother to help."	2.698743709	4	FALSE
840	2	Finding restaurants that serve food that our son likes.	Search for Restaurants that serve food that our son likes on social media.	3.163869396	0	FALSE
840	2	Finding restaurants that serve food that our son likes.	Using restaurant recommendations will help avoid the mistakes you typically make.	1.705856763	2	TRUE
840	2	Finding restaurants that serve food that our son likes.	Find a restaurant that serves the same foods.	2.52224618	0	FALSE
840	2	Finding restaurants that serve food that our son likes.	Find restaurants that serve food with prices that our son considers affordable.	2.923410429	0	FALSE
840	2	Finding restaurants that serve food that our son likes.	"Find restaurants that share the same ethnicity, which would make the choice between a new restaurant and a repeat visitor."	2.254720824	0	FALSE
840	2	Finding restaurants that serve food that our son likes.	Finding places that serve food that our son likes.	2.707326471	0	FALSE
840	2	Finding restaurants that serve food that our son likes.	"One option, and a good restaurant is one that we plan to go to. If you want a place that is family owned, then you should know that it is going to get in the right price range."	3.897579074	4	FALSE
840	2	Finding restaurants that serve food that our son likes.	"The example is from the ""Reviews"" section and has pictures of the restaurants."	2.607917148	4	FALSE
840	2	Finding restaurants that serve food that our son likes.	Find restaurants you like easily.	2.309604343	0	FALSE
840	0	We try to use our bikes lots and go to the pool.	We go to the bluff.	1.952441704	0	TRUE
840	0	We try to use our bikes lots and go to the pool.	We try to bike lots and go to the pool.	1.616572422	0	TRUE
840	0	We try to use our bikes lots and go to the pool.	We need transportation to get to work	2.614016775	4	FALSE
840	0	We try to use our bikes lots and go to the pool.	People will ride their bikes in the summer.	1.872757373	4	FALSE
840	0	We try to use our bikes lots and go to the pool.	We use bikes to ride around the city.	1.553337557	0	TRUE
840	0	We try to use our bikes lots and go to the pool.	The bike trip to the pool lasted an incredible amount.	2.479552165	1	FALSE
840	0	Bringing some activities to keep our son sitting at the table.	Bringing some activities to keep the son sitting at the table.	1.639520584	0	TRUE
840	0	Bringing some activities to keep our son sitting at the table.	A fun way to keep our son in school is by bringing them some activities.	2.371707772	4	FALSE
840	0	Bringing some activities to keep our son sitting at the table.	we are bringing activities to keep our son sitting at the table.	2.522335596	4	FALSE
840	0	Bringing some activities to keep our son sitting at the table.	Children can eat lunch for the family.	1.688685999	0	TRUE
840	0	Bringing some activities to keep our son sitting at the table.	"In addition to an activity, my son also has a snack in a lunchbox."	2.73426965	4	FALSE
840	0	Bringing some activities to keep our son sitting at the table.	Our son is very eager to go to college - so we are bringing activities by his bedside.	2.90354429	4	FALSE
840	0	Going to places where it is not too big so we can give him the unstructured opportunities.	He goes to places where it isn't too big and it is still not structured.	2.310484813	4	FALSE
840	0	Going to places where it is not too big so we can give him the unstructured opportunities.	The places where someone lives are usually not very big.	2.263455825	4	FALSE
840	0	Going to places where it is not too big so we can give him the unstructured opportunities.	Going to places where it is not too big on the site with the best views.	1.080825511	0	TRUE
840	0	Going to places where it is not too big so we can give him the unstructured opportunities.	Going to places that are not too big to give him a less structured opportunity.	1.337164433	0	TRUE
840	0	Going to places where it is not too big so we can give him the unstructured opportunities.	Going to places where its not too big so we can give him the opportunities to make choices.	1.433769165	0	TRUE
840	0	Going to places where it is not too big so we can give him the unstructured opportunities.	"We have an opportunity where he is not told much or anything that is unstructured, and we don't have any structure."	2.980731667	4	FALSE
840	0	Finding restaurants that are kid friendly.	Find restaurants that are child-friendly.	1.331543131	0	TRUE
840	0	Finding restaurants that are kid friendly.	Search for local restaurants and visit them.	1.302029843	0	TRUE
840	0	Finding restaurants that are kid friendly.	Find high end restaurants that are family friendly.	1.255622828	0	TRUE
840	0	Finding restaurants that are kid friendly.	Find restaurants that are family friendly.	1.212156411	0	TRUE
840	0	Finding restaurants that are kid friendly.	You can begin by looking for places that are children friendly with a moderate rating.	2.360816088	4	FALSE
840	0	We have seen a couple of movies in the theatre and go in the morning when it is less busy.	The theatre was getting a lot of people.	2.086189394	4	FALSE
840	0	We have seen a couple of movies in the theatre and go in the morning when it is less busy.	We watch a movie in the theater when it is not busy.	1.913353518	0	TRUE
840	0	We have seen a couple of movies in the theatre and go in the morning when it is less busy.	Everyone went to the theatre during the day and had dinner afterwards.	2.027191866	1	FALSE
840	0	We have seen a couple of movies in the theatre and go in the morning when it is less busy.	We are currently watching a movie.	2.511454839	4	FALSE
840	0	We have seen a couple of movies in the theatre and go in the morning when it is less busy.	We are going somewhere in the morning and they are going to go to the movies on Sunday morning.	2.587601751	4	FALSE
840	0	Playing together as a family.	An adult's baby wants to play with and it's a nice thing to do.	2.499518164	4	FALSE
840	0	Playing together as a family.	People are playing together as a family.	1.72951731	0	TRUE
840	0	Playing together as a family.	They played football and talked about how important it was to be a father and a father.	2.034690587	1	FALSE
840	0	Playing together as a family.	There are many ways to get children involved in a family.	2.289400794	3	FALSE
840	0	Playing together as a family.	Playing together as a family is considered cool.	1.900651547	4	FALSE
840	0	Playing together as a family.	Playing with friends together.	1.039962528	0	TRUE
840	0	We bring his DS or Ipad to help keep our son settled and sitting down while we are at the doctors etc.	We bring his iPad to help keep our son settled and sitting down while we are at the doctors etc.	1.475201256	0	TRUE
840	0	We bring his DS or Ipad to help keep our son settled and sitting down while we are at the doctors etc.	"If our son is a new dad, he will be able to bring things to help him sit down while they are at the doctors."	2.888444179	4	FALSE
840	0	We bring his DS or Ipad to help keep our son settled and sitting down while we are at the doctors etc.	Our son is bored while we are there.	3.095463313	4	FALSE
840	4	We haven't done too many community events just for the fact its so many people and crowded.  Its just too much stimulation for our son.	We haven't done so many community events just because its so many people and crowded. Its just too much stimulation for our son.	0.675026763	4	TRUE
840	4	We haven't done too many community events just for the fact its so many people and crowded.  Its just too much stimulation for our son.	We have done too many community events because it's so many people and crowded.	0.906529886	4	TRUE
840	4	We haven't done too many community events just for the fact its so many people and crowded.  Its just too much stimulation for our son.	We had a hard time weeding around in the community events. Now we are doing even less.	0.754223474	4	TRUE
840	4	We haven't done too many community events just for the fact its so many people and crowded.  Its just too much stimulation for our son.	We haven't done enough community events for our son.	0.665512834	4	TRUE
840	4	We haven't done too many community events just for the fact its so many people and crowded.  Its just too much stimulation for our son.	We haven't done too many community events just because its so many people and crowded. Its just too much stimulation for our son.	0.68308254	4	TRUE
840	4	We haven't done too many community events just for the fact its so many people and crowded.  Its just too much stimulation for our son.	We haven't done too many community events just because its so many people and crowded. Its just too much stimulation for our son..	0.859507514	4	TRUE
840	0	We have a new sand box in our back yard and we take out all our trucks and trains.  He loves to reenact books or movies.	We take out all the trucks and train.	1.700666334	0	TRUE
840	0	We have a new sand box in our back yard and we take out all our trucks and trains.  He loves to reenact books or movies.	We have a new sand box in our back yard and we take out all our trucks and trains. He loves to reenact books or movies.	1.949821365	4	FALSE
840	0	We have a new sand box in our back yard and we take out all our trucks and trains.  He loves to reenact books or movies.	We have a family who makes the sand box their home. The kids take out all the trucks and trains and reenact books and movies as well.	1.777032682	0	TRUE
840	0	We have a new sand box in our back yard and we take out all our trucks and trains.  He loves to reenact books or movies.	We have a new sandbox in our back yard and we take out all trucks and trains. He loves to reenact books or movies.	2.059522401	4	FALSE
840	0	We have a new sand box in our back yard and we take out all our trucks and trains.  He loves to reenact books or movies.	He plays in the sandbox.	2.18277449	4	FALSE
840	0	We have a new sand box in our back yard and we take out all our trucks and trains.  He loves to reenact books or movies.	We do everything from taking out all the trains to putting out all the sand boxes.	2.03591142	1	FALSE
840	0	"Our son has his own room with some of his favourite toys, books, etc that he can play with. "	"Our son is happy to have his own room where he can play with his favourite toys, books, etc that he can play with."	2.722677974	4	FALSE
840	0	"Our son has his own room with some of his favourite toys, books, etc that he can play with. "	"Our son has his own room with some of his favourite toys, books etc that he can play with."	2.000347963	4	FALSE
840	0	"Our son has his own room with some of his favourite toys, books, etc that he can play with. "	"The son just started to read and play but he still has a lot of toys in his room, and he still has enough toys to play with."	2.594422353	4	FALSE
840	0	"Our son has his own room with some of his favourite toys, books, etc that he can play with. "	My son's room has a few books and toys that he can play with.	1.708351788	4	FALSE
840	0	"Our son has his own room with some of his favourite toys, books, etc that he can play with. "	His room is also a work area which he is happy to have for himself.	2.703960411	4	FALSE
840	0	"Our son has his own room with some of his favourite toys, books, etc that he can play with. "	"His favorite toys, books, etc that he can play with are: books by Jane, bookbags by Judy."	2.41133351	4	FALSE
840	0	We typically invite friends or family that we know get along with our son in a positive way.	We usually invite friends or family that we know get along with our son in a positive way.	1.955501819	0	TRUE
840	0	We typically invite friends or family that we know get along with our son in a positive way.	We invite friends or family that we know get along with our son in a positive way.	1.683928435	0	TRUE
840	0	We typically invite friends or family that we know get along with our son in a positive way.	"Our family members are happy helping our son, but are not friendly."	3.101754475	4	FALSE
840	0	We typically invite friends or family that we know get along with our son in a positive way.	Our son gets along well with all the adults.	2.827475283	4	FALSE
840	0	We typically invite friends or family that we know get along with our son in a positive way.	We invite friends or family that we know get along with our son in a positive way.	1.683928435	0	TRUE
840	0	He sees his brothers doing the same basic care routines so he usually likes to join in.	He is interested in his brother's routines so he starts to join in.	2.510403613	4	FALSE
840	0	He sees his brothers doing the same basic care routines so he usually likes to join in.	He tells his siblings their favorite haircuts so they can join in after the chores have been completed but then notices some people doing the same and so gets excited about joining.	2.432218769	4	FALSE
840	0	He sees his brothers doing the same basic care routines so he usually likes to join in.	Several people ask him on the phone why he likes these routines but he decides not to join them or join them.	2.789524694	4	FALSE
840	1	Sometimes at mealtimes we get out an apron and stool so he can help us cook dinner etc.	We might get out an apron and stool so he can help us cook dinner etc.	2.123184821	0	FALSE
840	1	Sometimes at mealtimes we get out an apron and stool so he can help us cook dinner etc.	One day we get out an apron and stool so he can help us cook dinner etc	1.836194489	1	TRUE
840	1	Sometimes at mealtimes we get out an apron and stool so he can help us cook dinner etc.	"But when you first see your apron, or stool it should be there. But when you first open it, it should stay in place."	1.73451901	1	TRUE
840	1	Sometimes at mealtimes we get out an apron and stool so he can help us cook dinner etc.	Someone can help us cook if there is some food for you.	2.079435155	4	FALSE
840	1	Sometimes at mealtimes we get out an apron and stool so he can help us cook dinner etc.	We let him sit on our table with us and that creates a sense of self.	1.819172696	1	TRUE
840	1	Sometimes at mealtimes we get out an apron and stool so he can help us cook dinner etc.	You can use an apron to put on your legs and a stool to help the person cook dinner/dance. This can help the person cook a meal.	2.051061058	1	TRUE
840	1	Sometimes at mealtimes we get out an apron and stool so he can help us cook dinner etc.	"For instance, we can get out an apron and stool so our child can help us prepare dinner and then help us with cooking for them."	1.593870528	1	TRUE
840	1	Sometimes at mealtimes we get out an apron and stool so he can help us cook dinner etc.	I would probably make out an apron and stool for my brother to help cook.	1.940940777	1	TRUE
840	1	Sometimes at mealtimes we get out an apron and stool so he can help us cook dinner etc.	"As we talk in the kitchen, he can help us with anything that might need, even our utensils; he can make noise and help us do anything, he makes us feel good."	1.661271369	1	TRUE
840	0	Earlier in the day is better.	Lunch is better and more expensive.	2.471893263	4	FALSE
840	0	Earlier in the day is better.	It is more exciting to be late in the day.	2.572734989	4	FALSE
840	0	Earlier in the day is better.	The day begins later the day begins.	2.355707453	4	FALSE
840	0	Earlier in the day is better.	You should have a nap at a reasonable time.	2.528390394	4	FALSE
840	0	Earlier in the day is better.	Daylight savings or savings of a day are not good.	2.370051686	4	FALSE
840	0	Earlier in the day is better.	The best time to get up to do a book is around 12:30 or later.	2.577490149	4	FALSE
840	1	"We are trying to get our son to be more involved in personal care management.  For example, giving him the chance to pick out his own clothes."	"We are trying to get our son to be more involved in personal care management. For example, giving him the chance to pick out his own clothes."	1.521518208	1	TRUE
840	1	"We are trying to get our son to be more involved in personal care management.  For example, giving him the chance to pick out his own clothes."	Take advantage of his chance to make a decision.	1.696187346	1	TRUE
840	1	"We are trying to get our son to be more involved in personal care management.  For example, giving him the chance to pick out his own clothes."	"We are trying to get our son to be more involved in personal care management. For example, giving him the chance to pick out his own clothes."	1.521518208	1	TRUE
840	1	"We are trying to get our son to be more involved in personal care management.  For example, giving him the chance to pick out his own clothes."	Having son in charge of personal care is a way to get him involved in personal care management.	2.194979148	4	FALSE
840	1	"We are trying to get our son to be more involved in personal care management.  For example, giving him the chance to pick out his own clothes."	Gives our son free time. So they can spend time with their parents.	2.290764913	0	FALSE
840	1	"We are trying to get our son to be more involved in personal care management.  For example, giving him the chance to pick out his own clothes."	We are also helping our son become more responsible for the care of his own space.	2.183888405	4	FALSE
840	1	"We are trying to get our son to be more involved in personal care management.  For example, giving him the chance to pick out his own clothes."	Getting him to work will help him take charge of the household. Gives him the opportunity to put his own hand in things at home and gives him time to grow up.	1.685527114	1	TRUE
840	1	"We are trying to get our son to be more involved in personal care management.  For example, giving him the chance to pick out his own clothes."	He will be in a better place.	2.790408757	4	FALSE
840	1	"We are trying to get our son to be more involved in personal care management.  For example, giving him the chance to pick out his own clothes."	Our son is going to be the boss. By letting him pick out his own clothes the parents feel they are comfortable doing that.	2.508486934	4	FALSE
840	1	"Our son loves to mix ingredients, so we get out our stool and apron, and he helps to make meals."	The stool and apron get in the way of making a meal.	2.088360784	0	FALSE
840	1	"Our son loves to mix ingredients, so we get out our stool and apron, and he helps to make meals."	"So we get out our stool and apron, and he helps me to make meals."	1.52883237	1	TRUE
840	1	"Our son loves to mix ingredients, so we get out our stool and apron, and he helps to make meals."	Stool is a Sense of Self.	2.248865322	2	FALSE
840	1	"Our son loves to mix ingredients, so we get out our stool and apron, and he helps to make meals."	"We get out a folding stool for our son to take, and he helps."	1.685176154	1	TRUE
840	1	"Our son loves to mix ingredients, so we get out our stool and apron, and he helps to make meals."	Our stool and apron are a common tool in this kitchen.	2.685052274	4	FALSE
840	1	"Our son loves to mix ingredients, so we get out our stool and apron, and he helps to make meals."	Our son loves to make food.	2.500873328	4	FALSE
840	1	"Our son loves to mix ingredients, so we get out our stool and apron, and he helps to make meals."	Because our son works up a sweat.	2.511944014	4	FALSE
840	1	"Our son loves to mix ingredients, so we get out our stool and apron, and he helps to make meals."	My son helps his father mix ingredients.	2.465117009	4	FALSE
840	1	"Our son loves to mix ingredients, so we get out our stool and apron, and he helps to make meals."	"Aprons make cooking fun, and their sides helps with reeding and pouring granola."	1.89478779	1	TRUE
840	0	We have really good friends that helps us with activities in the community.	We are in a community with many volunteers that gives us volunteers.	2.959330847	4	FALSE
840	0	He loves the games we have on the IPAD and it helps him with his letters and numbers too.	He has a hard time naming the names of letters and numbers since he uses the internet.	2.504382083	4	FALSE
840	0	He loves the games we have on the IPAD and it helps him with his letters and numbers too.	He loves the IPAD because it's simple and easy to make letters and numbers to communicate.	2.78868544	4	FALSE
840	0	He loves the games we have on the IPAD and it helps him with his letters and numbers too.	He loves the IPAD games too because he loves them.	2.588864944	4	FALSE
840	0	He loves the games we have on the IPAD and it helps him with his letters and numbers too.	he wants to play in the ocean games on the IPAD	2.255152102	4	FALSE
840	0	He loves the games we have on the IPAD and it helps him with his letters and numbers too.	"The IPAD is used for games such as math, science, and technology."	2.127151462	4	FALSE
840	0	He loves the games we have on the IPAD and it helps him with his letters and numbers too.	He loves the science games on the IPAD and it helps him with his letters and numbers too.	2.630986744	4	FALSE
840	0	We have recently started going to movies and he likes them alot.  We bring along some of his favourite treats to keep him in his seat.	We bring along some of his favourite snacks to keep him in his seat.	2.413471817	1	FALSE
840	0	We have recently started going to movies and he likes them alot.  We bring along some of his favourite treats to keep him in his seat.	We bring along some of his favourite treats to keep him in his seat.	2.429949409	1	FALSE
840	0	We have recently started going to movies and he likes them alot.  We bring along some of his favourite treats to keep him in his seat.	We bring him snacks to keep him awake.	2.20563193	1	FALSE
840	0	We have recently started going to movies and he likes them alot.  We bring along some of his favourite treats to keep him in his seat.	We bring along some of his favourite treats to keep him in his seat.	2.429949409	1	FALSE
840	0	We have recently started going to movies and he likes them alot.  We bring along some of his favourite treats to keep him in his seat.	We bring along some of his favourite snacks to keep him in his seat.	2.413471817	1	FALSE
